scales,wavedate,variable,mean_measurement,mean_measurement_se,ymax,ymin,groupby,subgroup,N_total
2,2020-06-13,ges_pub_gefahr,1.7,0.03,1.76,1.64,all,none,1498
2,2020-06-27,ges_per_gefahr,1.23,0.03,1.3,1.17,all,none,1505
2,2020-06-27,ges_pub_gefahr,1.93,0.03,1.99,1.88,all,none,1506
2,2020-07-11,ges_per_gefahr,1.38,0.03,1.44,1.31,all,none,1515
2,2020-07-11,ges_pub_gefahr,2.07,0.03,2.13,2.02,all,none,1514
2,2020-08-15,ges_per_gefahr,1.45,0.03,1.51,1.39,all,none,1531
2,2020-08-15,ges_pub_gefahr,2.1,0.03,2.16,2.04,all,none,1530
2,2020-09-12,ges_per_gefahr,1.5,0.03,1.56,1.43,all,none,1566
2,2020-09-12,ges_pub_gefahr,2.19,0.03,2.25,2.14,all,none,1566
2,2020-10-17,ges_per_gefahr,1.55,0.03,1.61,1.49,all,none,1652
2,2020-10-17,ges_pub_gefahr,2.3,0.03,2.36,2.24,all,none,1655
2,2020-11-14,ges_per_gefahr,1.74,0.03,1.81,1.68,all,none,1584
2,2020-11-14,ges_pub_gefahr,2.6,0.03,2.66,2.54,all,none,1583
2,2020-12-13,ges_per_gefahr,1.54,0.03,1.6,1.48,all,none,1553
2,2020-12-13,ges_pub_gefahr,2.38,0.03,2.43,2.32,all,none,1554
2,2021-01-16,ges_per_gefahr,1.59,0.03,1.65,1.53,all,none,1599
2,2021-01-16,ges_pub_gefahr,2.35,0.03,2.41,2.3,all,none,1603
2,2021-02-13,ges_per_gefahr,1.49,0.03,1.55,1.43,all,none,1562
2,2021-02-13,ges_pub_gefahr,2.23,0.03,2.29,2.18,all,none,1562
2,2021-03-13,ges_per_gefahr,1.46,0.03,1.52,1.39,all,none,1561
2,2021-03-13,ges_pub_gefahr,2.27,0.03,2.33,2.21,all,none,1560
2,2021-04-16,ges_per_gefahr,1.44,0.03,1.5,1.37,all,none,1514
2,2021-04-16,ges_pub_gefahr,2.15,0.03,2.21,2.09,all,none,1514
2,2021-05-22,ges_per_gefahr,1.19,0.03,1.25,1.13,all,none,1488
2,2021-05-22,ges_pub_gefahr,1.86,0.03,1.92,1.8,all,none,1488
2,2021-06-26,ges_per_gefahr,1.1,0.03,1.16,1.04,all,none,1497
2,2021-06-26,ges_pub_gefahr,1.78,0.03,1.84,1.72,all,none,1493
2,2021-09-25,ges_per_gefahr,1.28,0.03,1.34,1.22,all,none,1496
2,2021-09-25,ges_pub_gefahr,2.02,0.03,2.07,1.96,all,none,1495
3,2020-03-28,wochentag,1.68,0.04,1.76,1.59,all,none,1535
3,2020-03-28,kontakt,2.54,0.04,2.62,2.47,all,none,1533
3,2020-04-04,wochentag,1.69,0.04,1.77,1.61,all,none,1544
3,2020-04-04,kontakt,2.61,0.04,2.68,2.53,all,none,1547
3,2020-04-11,wochentag,1.64,0.04,1.72,1.56,all,none,1489
3,2020-04-11,kontakt,2.57,0.04,2.64,2.5,all,none,1489
3,2020-04-17,wochentag,1.55,0.04,1.63,1.47,all,none,1511
3,2020-04-17,kontakt,2.51,0.04,2.59,2.44,all,none,1511
3,2020-04-25,wochentag,1.52,0.04,1.6,1.44,all,none,1500
3,2020-04-25,kontakt,2.51,0.04,2.59,2.43,all,none,1500
3,2020-05-03,wochentag,1.5,0.04,1.58,1.42,all,none,1528
3,2020-05-03,kontakt,2.44,0.04,2.51,2.37,all,none,1529
3,2020-05-09,wochentag,1.38,0.04,1.46,1.3,all,none,1494
3,2020-05-09,kontakt,2.19,0.04,2.27,2.12,all,none,1491
3,2020-05-16,wochentag,1.35,0.04,1.43,1.27,all,none,1472
3,2020-05-16,kontakt,2.1,0.04,2.18,2.02,all,none,1470
3,2020-05-24,wochentag,1.24,0.04,1.32,1.16,all,none,1466
3,2020-05-24,kontakt,1.9,0.04,1.98,1.82,all,none,1471
3,2020-05-29,wochentag,1.21,0.04,1.28,1.13,all,none,1473
3,2020-05-29,kontakt,1.82,0.04,1.9,1.75,all,none,1473
3,2020-06-13,wochentag,1.16,0.04,1.24,1.09,all,none,1470
3,2020-06-13,kontakt,1.54,0.04,1.62,1.46,all,none,1474
3,2020-06-27,wochentag,1.11,0.04,1.18,1.04,all,none,1488
3,2020-06-27,kontakt,1.44,0.04,1.52,1.37,all,none,1484
3,2020-07-11,wochentag,1.01,0.04,1.09,0.94,all,none,1500
3,2020-07-11,kontakt,1.3,0.04,1.37,1.22,all,none,1494
3,2020-08-15,wochentag,1.09,0.04,1.16,1.01,all,none,1513
3,2020-08-15,kontakt,1.29,0.04,1.36,1.22,all,none,1510
3,2020-09-12,wochentag,0.95,0.04,1.02,0.88,all,none,1548
3,2020-09-12,kontakt,1.32,0.04,1.39,1.24,all,none,1540
3,2020-10-17,wochentag,0.98,0.03,1.04,0.91,all,none,1630
3,2020-10-17,kontakt,1.54,0.04,1.61,1.46,all,none,1619
3,2020-11-14,wochentag,1.06,0.04,1.14,0.98,all,none,1563
3,2020-11-14,kontakt,1.94,0.04,2.02,1.86,all,none,1565
3,2020-12-13,wochentag,1.18,0.04,1.26,1.11,all,none,1542
3,2020-12-13,kontakt,2.17,0.04,2.24,2.09,all,none,1536
3,2021-01-16,wochentag,1.28,0.04,1.36,1.21,all,none,1581
3,2021-01-16,kontakt,2.43,0.04,2.51,2.35,all,none,1582
3,2021-02-13,wochentag,1.25,0.04,1.32,1.17,all,none,1545
3,2021-02-13,kontakt,2.38,0.04,2.46,2.3,all,none,1547
3,2021-03-13,wochentag,1.17,0.04,1.25,1.1,all,none,1539
3,2021-03-13,kontakt,2.43,0.04,2.51,2.35,all,none,1543
3,2021-04-16,wochentag,1.18,0.04,1.25,1.1,all,none,1494
3,2021-04-16,kontakt,2.38,0.04,2.46,2.3,all,none,1492
3,2021-05-22,wochentag,1.06,0.04,1.14,0.99,all,none,1477
3,2021-05-22,kontakt,1.99,0.04,2.07,1.91,all,none,1474
3,2021-06-26,wochentag,1.11,0.04,1.18,1.03,all,none,1482
3,2021-06-26,kontakt,1.62,0.04,1.69,1.54,all,none,1478
3,2021-09-25,wochentag,0.93,0.03,1,0.86,all,none,1482
3,2021-09-25,kontakt,1.31,0.04,1.39,1.23,all,none,1476
1,2020-03-28,lebensz,6.4,0.1,6.6,6.19,ge,female,1528
1,2020-03-28,lebensz,6.51,0.1,6.72,6.31,ge,male,1528
1,2020-04-04,lebensz,6.32,0.11,6.54,6.11,ge,female,1534
1,2020-04-04,lebensz,6.61,0.1,6.81,6.42,ge,male,1534
1,2020-04-11,lebensz,6.47,0.1,6.68,6.27,ge,female,1487
1,2020-04-11,lebensz,6.72,0.1,6.92,6.51,ge,male,1487
1,2020-04-17,lebensz,6.35,0.1,6.56,6.15,ge,female,1510
1,2020-04-17,lebensz,6.6,0.1,6.81,6.4,ge,male,1510
1,2020-04-25,lebensz,6.63,0.1,6.82,6.44,ge,female,1495
1,2020-04-25,lebensz,6.8,0.1,6.98,6.61,ge,male,1495
1,2020-05-03,lebensz,6.45,0.11,6.66,6.24,ge,female,1536
1,2020-05-03,lebensz,6.85,0.1,7.04,6.66,ge,male,1536
1,2020-05-09,lebensz,6.74,0.11,6.95,6.52,ge,female,1493
1,2020-05-09,lebensz,6.91,0.1,7.1,6.72,ge,male,1493
1,2020-05-16,lebensz,6.44,0.1,6.64,6.23,ge,female,1479
1,2020-05-16,lebensz,6.72,0.1,6.92,6.52,ge,male,1479
1,2020-05-24,lebensz,6.57,0.11,6.78,6.35,ge,female,1474
1,2020-05-24,lebensz,6.76,0.11,6.98,6.55,ge,male,1474
1,2020-05-29,lebensz,6.67,0.11,6.88,6.46,ge,female,1483
1,2020-05-29,lebensz,6.7,0.1,6.9,6.49,ge,male,1483
1,2020-06-13,lebensz,6.6,0.1,6.81,6.4,ge,female,1479
1,2020-06-13,lebensz,6.9,0.1,7.09,6.7,ge,male,1479
1,2020-06-27,lebensz,6.81,0.1,7,6.62,ge,female,1490
1,2020-06-27,lebensz,6.85,0.11,7.07,6.64,ge,male,1490
1,2020-07-11,lebensz,6.71,0.1,6.92,6.51,ge,female,1499
1,2020-07-11,lebensz,7.03,0.09,7.21,6.85,ge,male,1499
1,2020-08-15,lebensz,6.59,0.1,6.78,6.39,ge,female,1511
1,2020-08-15,lebensz,6.73,0.1,6.92,6.54,ge,male,1511
1,2020-09-12,lebensz,6.57,0.1,6.77,6.37,ge,female,1554
1,2020-09-12,lebensz,6.83,0.09,7.01,6.64,ge,male,1554
1,2020-10-17,lebensz,6.61,0.1,6.8,6.41,ge,female,1634
1,2020-10-17,lebensz,6.88,0.1,7.07,6.68,ge,male,1634
1,2020-11-14,lebensz,6.48,0.1,6.67,6.29,ge,female,1568
1,2020-11-14,lebensz,6.74,0.09,6.93,6.56,ge,male,1568
1,2020-12-13,lebensz,6.34,0.09,6.52,6.16,ge,female,1546
1,2020-12-13,lebensz,6.59,0.1,6.79,6.4,ge,male,1546
1,2021-01-16,lebensz,6.36,0.1,6.54,6.17,ge,female,1581
1,2021-01-16,lebensz,6.62,0.1,6.82,6.42,ge,male,1581
1,2021-02-13,lebensz,6.52,0.09,6.69,6.35,ge,female,1544
1,2021-02-13,lebensz,6.74,0.1,6.93,6.54,ge,male,1544
1,2021-03-13,lebensz,6.65,0.1,6.84,6.45,ge,female,1542
1,2021-03-13,lebensz,6.91,0.1,7.11,6.72,ge,male,1542
1,2021-04-16,lebensz,6.41,0.1,6.6,6.22,ge,female,1501
1,2021-04-16,lebensz,6.82,0.1,7.02,6.62,ge,male,1501
1,2021-05-22,lebensz,6.7,0.09,6.87,6.52,ge,female,1468
1,2021-05-22,lebensz,6.72,0.11,6.93,6.51,ge,male,1468
1,2021-06-26,lebensz,6.61,0.1,6.81,6.41,ge,female,1479
1,2021-06-26,lebensz,6.76,0.1,6.95,6.57,ge,male,1479
1,2021-09-25,lebensz,6.61,0.1,6.81,6.41,ge,female,1480
1,2021-09-25,lebensz,6.65,0.11,6.86,6.44,ge,male,1480
2,2020-03-28,ges_per_gefahr,1.97,0.05,2.07,1.88,ge,female,1534
2,2020-03-28,ges_per_gefahr,1.78,0.05,1.87,1.69,ge,male,1534
2,2020-03-28,ges_pub_gefahr,2.83,0.04,2.9,2.76,ge,female,1534
2,2020-03-28,ges_pub_gefahr,2.56,0.04,2.64,2.49,ge,male,1534
2,2020-04-04,ges_per_gefahr,1.91,0.05,2,1.82,ge,female,1547
2,2020-04-04,ges_per_gefahr,1.67,0.04,1.75,1.58,ge,male,1547
2,2020-04-04,ges_pub_gefahr,2.66,0.04,2.73,2.59,ge,female,1548
2,2020-04-04,ges_pub_gefahr,2.38,0.04,2.45,2.31,ge,male,1548
2,2020-04-11,ges_per_gefahr,1.72,0.05,1.81,1.63,ge,female,1490
2,2020-04-11,ges_per_gefahr,1.56,0.04,1.65,1.47,ge,male,1490
2,2020-04-11,ges_pub_gefahr,2.47,0.03,2.53,2.4,ge,female,1489
2,2020-04-11,ges_pub_gefahr,2.31,0.04,2.39,2.24,ge,male,1489
2,2020-04-17,ges_per_gefahr,1.6,0.04,1.69,1.51,ge,female,1521
2,2020-04-17,ges_per_gefahr,1.42,0.04,1.51,1.34,ge,male,1521
2,2020-04-17,ges_pub_gefahr,2.37,0.04,2.44,2.3,ge,female,1519
2,2020-04-17,ges_pub_gefahr,2.12,0.04,2.19,2.05,ge,male,1519
2,2020-04-25,ges_per_gefahr,1.52,0.05,1.62,1.43,ge,female,1499
2,2020-04-25,ges_per_gefahr,1.32,0.04,1.41,1.24,ge,male,1499
2,2020-04-25,ges_pub_gefahr,2.2,0.04,2.28,2.13,ge,female,1499
2,2020-04-25,ges_pub_gefahr,2.04,0.04,2.12,1.97,ge,male,1499
2,2020-05-03,ges_per_gefahr,1.39,0.04,1.47,1.3,ge,female,1538
2,2020-05-03,ges_per_gefahr,1.23,0.04,1.31,1.15,ge,male,1538
2,2020-05-03,ges_pub_gefahr,2.11,0.04,2.18,2.04,ge,female,1537
2,2020-05-03,ges_pub_gefahr,1.9,0.04,1.97,1.83,ge,male,1537
2,2020-05-09,ges_per_gefahr,1.28,0.05,1.37,1.19,ge,female,1507
2,2020-05-09,ges_per_gefahr,1.07,0.04,1.15,0.99,ge,male,1507
2,2020-05-09,ges_pub_gefahr,2.01,0.04,2.08,1.93,ge,female,1505
2,2020-05-09,ges_pub_gefahr,1.74,0.04,1.82,1.67,ge,male,1505
2,2020-05-16,ges_per_gefahr,1.25,0.05,1.34,1.15,ge,female,1485
2,2020-05-16,ges_per_gefahr,1.06,0.04,1.15,0.98,ge,male,1485
2,2020-05-16,ges_pub_gefahr,1.92,0.04,2,1.85,ge,female,1485
2,2020-05-16,ges_pub_gefahr,1.66,0.04,1.73,1.58,ge,male,1485
2,2020-05-24,ges_per_gefahr,1.22,0.04,1.3,1.13,ge,female,1485
2,2020-05-24,ges_per_gefahr,1.02,0.04,1.11,0.94,ge,male,1485
2,2020-05-24,ges_pub_gefahr,1.91,0.04,1.98,1.83,ge,female,1484
2,2020-05-24,ges_pub_gefahr,1.66,0.04,1.75,1.58,ge,male,1484
2,2020-05-29,ges_per_gefahr,1.15,0.04,1.23,1.06,ge,female,1481
2,2020-05-29,ges_per_gefahr,0.97,0.04,1.06,0.89,ge,male,1481
2,2020-05-29,ges_pub_gefahr,1.78,0.04,1.86,1.7,ge,female,1483
2,2020-05-29,ges_pub_gefahr,1.54,0.04,1.62,1.46,ge,male,1483
2,2020-06-13,ges_per_gefahr,1.18,0.05,1.27,1.09,ge,female,1498
2,2020-06-13,ges_per_gefahr,0.96,0.04,1.04,0.88,ge,male,1498
2,2020-06-13,ges_pub_gefahr,1.85,0.04,1.93,1.76,ge,female,1498
2,2020-06-13,ges_pub_gefahr,1.55,0.04,1.63,1.48,ge,male,1498
2,2020-06-27,ges_per_gefahr,1.33,0.05,1.42,1.24,ge,female,1505
2,2020-06-27,ges_per_gefahr,1.12,0.04,1.21,1.03,ge,male,1505
2,2020-06-27,ges_pub_gefahr,2.06,0.04,2.13,1.98,ge,female,1506
2,2020-06-27,ges_pub_gefahr,1.8,0.04,1.88,1.72,ge,male,1506
2,2020-07-11,ges_per_gefahr,1.43,0.05,1.52,1.34,ge,female,1515
2,2020-07-11,ges_per_gefahr,1.32,0.04,1.4,1.23,ge,male,1515
2,2020-07-11,ges_pub_gefahr,2.18,0.04,2.26,2.1,ge,female,1514
2,2020-07-11,ges_pub_gefahr,1.96,0.04,2.04,1.89,ge,male,1514
2,2020-08-15,ges_per_gefahr,1.52,0.04,1.6,1.43,ge,female,1531
2,2020-08-15,ges_per_gefahr,1.38,0.05,1.47,1.29,ge,male,1531
2,2020-08-15,ges_pub_gefahr,2.23,0.04,2.32,2.15,ge,female,1530
2,2020-08-15,ges_pub_gefahr,1.97,0.04,2.05,1.88,ge,male,1530
2,2020-09-12,ges_per_gefahr,1.57,0.05,1.66,1.48,ge,female,1566
2,2020-09-12,ges_per_gefahr,1.41,0.05,1.5,1.32,ge,male,1566
2,2020-09-12,ges_pub_gefahr,2.31,0.04,2.39,2.23,ge,female,1566
2,2020-09-12,ges_pub_gefahr,2.07,0.04,2.16,1.99,ge,male,1566
2,2020-10-17,ges_per_gefahr,1.62,0.04,1.7,1.53,ge,female,1652
2,2020-10-17,ges_per_gefahr,1.48,0.04,1.56,1.4,ge,male,1652
2,2020-10-17,ges_pub_gefahr,2.42,0.04,2.5,2.33,ge,female,1655
2,2020-10-17,ges_pub_gefahr,2.18,0.04,2.26,2.1,ge,male,1655
2,2020-11-14,ges_per_gefahr,1.82,0.05,1.92,1.73,ge,female,1584
2,2020-11-14,ges_per_gefahr,1.66,0.05,1.75,1.56,ge,male,1584
2,2020-11-14,ges_pub_gefahr,2.76,0.04,2.84,2.68,ge,female,1583
2,2020-11-14,ges_pub_gefahr,2.43,0.04,2.52,2.35,ge,male,1583
2,2020-12-13,ges_per_gefahr,1.62,0.05,1.71,1.53,ge,female,1553
2,2020-12-13,ges_per_gefahr,1.45,0.05,1.54,1.36,ge,male,1553
2,2020-12-13,ges_pub_gefahr,2.52,0.04,2.6,2.44,ge,female,1554
2,2020-12-13,ges_pub_gefahr,2.22,0.04,2.31,2.14,ge,male,1554
2,2021-01-16,ges_per_gefahr,1.65,0.04,1.74,1.56,ge,female,1599
2,2021-01-16,ges_per_gefahr,1.53,0.05,1.62,1.44,ge,male,1599
2,2021-01-16,ges_pub_gefahr,2.45,0.04,2.53,2.38,ge,female,1603
2,2021-01-16,ges_pub_gefahr,2.25,0.04,2.34,2.17,ge,male,1603
2,2021-02-13,ges_per_gefahr,1.56,0.04,1.65,1.48,ge,female,1562
2,2021-02-13,ges_per_gefahr,1.42,0.04,1.5,1.33,ge,male,1562
2,2021-02-13,ges_pub_gefahr,2.34,0.04,2.43,2.26,ge,female,1562
2,2021-02-13,ges_pub_gefahr,2.12,0.04,2.2,2.05,ge,male,1562
2,2021-03-13,ges_per_gefahr,1.54,0.05,1.63,1.44,ge,female,1561
2,2021-03-13,ges_per_gefahr,1.37,0.05,1.46,1.28,ge,male,1561
2,2021-03-13,ges_pub_gefahr,2.38,0.04,2.47,2.3,ge,female,1560
2,2021-03-13,ges_pub_gefahr,2.15,0.05,2.24,2.05,ge,male,1560
2,2021-04-16,ges_per_gefahr,1.49,0.05,1.59,1.39,ge,female,1514
2,2021-04-16,ges_per_gefahr,1.39,0.04,1.48,1.3,ge,male,1514
2,2021-04-16,ges_pub_gefahr,2.24,0.05,2.32,2.15,ge,female,1514
2,2021-04-16,ges_pub_gefahr,2.07,0.04,2.15,1.98,ge,male,1514
2,2021-05-22,ges_per_gefahr,1.28,0.05,1.36,1.19,ge,female,1488
2,2021-05-22,ges_per_gefahr,1.1,0.04,1.19,1.02,ge,male,1488
2,2021-05-22,ges_pub_gefahr,1.97,0.04,2.05,1.89,ge,female,1488
2,2021-05-22,ges_pub_gefahr,1.74,0.04,1.82,1.66,ge,male,1488
2,2021-06-26,ges_per_gefahr,1.17,0.04,1.26,1.09,ge,female,1497
2,2021-06-26,ges_per_gefahr,1.02,0.05,1.11,0.93,ge,male,1497
2,2021-06-26,ges_pub_gefahr,1.85,0.04,1.93,1.77,ge,female,1493
2,2021-06-26,ges_pub_gefahr,1.7,0.04,1.78,1.62,ge,male,1493
2,2021-09-25,ges_per_gefahr,1.37,0.04,1.46,1.28,ge,female,1496
2,2021-09-25,ges_per_gefahr,1.18,0.04,1.27,1.1,ge,male,1496
2,2021-09-25,ges_pub_gefahr,2.09,0.04,2.17,2.01,ge,female,1495
2,2021-09-25,ges_pub_gefahr,1.94,0.04,2.02,1.86,ge,male,1495
3,2020-03-28,wochentag,1.9,0.06,2.02,1.78,ge,female,1535
3,2020-03-28,wochentag,1.45,0.06,1.56,1.33,ge,male,1535
3,2020-03-28,kontakt,2.68,0.05,2.79,2.58,ge,female,1533
3,2020-03-28,kontakt,2.4,0.05,2.5,2.3,ge,male,1533
3,2020-04-04,wochentag,1.9,0.06,2.02,1.79,ge,female,1544
3,2020-04-04,wochentag,1.46,0.06,1.57,1.35,ge,male,1544
3,2020-04-04,kontakt,2.77,0.05,2.86,2.67,ge,female,1547
3,2020-04-04,kontakt,2.45,0.06,2.56,2.34,ge,male,1547
3,2020-04-11,wochentag,1.83,0.06,1.94,1.72,ge,female,1489
3,2020-04-11,wochentag,1.44,0.06,1.55,1.33,ge,male,1489
3,2020-04-11,kontakt,2.64,0.05,2.75,2.54,ge,female,1489
3,2020-04-11,kontakt,2.5,0.05,2.6,2.4,ge,male,1489
3,2020-04-17,wochentag,1.75,0.06,1.86,1.63,ge,female,1511
3,2020-04-17,wochentag,1.35,0.05,1.45,1.24,ge,male,1511
3,2020-04-17,kontakt,2.69,0.05,2.79,2.59,ge,female,1511
3,2020-04-17,kontakt,2.34,0.05,2.44,2.24,ge,male,1511
3,2020-04-25,wochentag,1.75,0.06,1.87,1.63,ge,female,1500
3,2020-04-25,wochentag,1.28,0.05,1.39,1.17,ge,male,1500
3,2020-04-25,kontakt,2.66,0.06,2.77,2.55,ge,female,1500
3,2020-04-25,kontakt,2.36,0.05,2.46,2.25,ge,male,1500
3,2020-05-03,wochentag,1.69,0.06,1.81,1.58,ge,female,1528
3,2020-05-03,wochentag,1.3,0.05,1.4,1.19,ge,male,1528
3,2020-05-03,kontakt,2.58,0.05,2.68,2.48,ge,female,1529
3,2020-05-03,kontakt,2.29,0.05,2.4,2.19,ge,male,1529
3,2020-05-09,wochentag,1.57,0.06,1.68,1.45,ge,female,1494
3,2020-05-09,wochentag,1.19,0.05,1.29,1.09,ge,male,1494
3,2020-05-09,kontakt,2.36,0.05,2.47,2.26,ge,female,1491
3,2020-05-09,kontakt,2.03,0.05,2.13,1.92,ge,male,1491
3,2020-05-16,wochentag,1.48,0.06,1.59,1.37,ge,female,1472
3,2020-05-16,wochentag,1.21,0.05,1.32,1.11,ge,male,1472
3,2020-05-16,kontakt,2.24,0.06,2.35,2.13,ge,female,1470
3,2020-05-16,kontakt,1.96,0.05,2.07,1.86,ge,male,1470
3,2020-05-24,wochentag,1.4,0.06,1.51,1.29,ge,female,1466
3,2020-05-24,wochentag,1.07,0.05,1.17,0.97,ge,male,1466
3,2020-05-24,kontakt,1.99,0.06,2.11,1.88,ge,female,1471
3,2020-05-24,kontakt,1.81,0.06,1.92,1.7,ge,male,1471
3,2020-05-29,wochentag,1.33,0.05,1.44,1.22,ge,female,1473
3,2020-05-29,wochentag,1.07,0.05,1.18,0.97,ge,male,1473
3,2020-05-29,kontakt,1.9,0.06,2.02,1.79,ge,female,1473
3,2020-05-29,kontakt,1.74,0.05,1.85,1.64,ge,male,1473
3,2020-06-13,wochentag,1.33,0.06,1.44,1.21,ge,female,1470
3,2020-06-13,wochentag,0.99,0.05,1.09,0.89,ge,male,1470
3,2020-06-13,kontakt,1.61,0.06,1.72,1.49,ge,female,1474
3,2020-06-13,kontakt,1.46,0.06,1.57,1.35,ge,male,1474
3,2020-06-27,wochentag,1.21,0.05,1.32,1.1,ge,female,1488
3,2020-06-27,wochentag,1,0.05,1.1,0.91,ge,male,1488
3,2020-06-27,kontakt,1.51,0.05,1.62,1.41,ge,female,1484
3,2020-06-27,kontakt,1.36,0.05,1.47,1.26,ge,male,1484
3,2020-07-11,wochentag,1.1,0.05,1.21,1,ge,female,1500
3,2020-07-11,wochentag,0.92,0.05,1.02,0.82,ge,male,1500
3,2020-07-11,kontakt,1.37,0.06,1.48,1.26,ge,female,1494
3,2020-07-11,kontakt,1.23,0.05,1.33,1.12,ge,male,1494
3,2020-08-15,wochentag,1.18,0.06,1.29,1.08,ge,female,1513
3,2020-08-15,wochentag,0.98,0.05,1.08,0.89,ge,male,1513
3,2020-08-15,kontakt,1.32,0.05,1.43,1.21,ge,female,1510
3,2020-08-15,kontakt,1.26,0.05,1.36,1.16,ge,male,1510
3,2020-09-12,wochentag,1.02,0.05,1.13,0.92,ge,female,1548
3,2020-09-12,wochentag,0.88,0.05,0.97,0.79,ge,male,1548
3,2020-09-12,kontakt,1.4,0.06,1.51,1.28,ge,female,1540
3,2020-09-12,kontakt,1.24,0.05,1.33,1.14,ge,male,1540
3,2020-10-17,wochentag,1.06,0.05,1.16,0.96,ge,female,1630
3,2020-10-17,wochentag,0.89,0.04,0.97,0.8,ge,male,1630
3,2020-10-17,kontakt,1.65,0.05,1.75,1.55,ge,female,1619
3,2020-10-17,kontakt,1.43,0.05,1.53,1.33,ge,male,1619
3,2020-11-14,wochentag,1.15,0.06,1.27,1.04,ge,female,1563
3,2020-11-14,wochentag,0.97,0.05,1.07,0.86,ge,male,1563
3,2020-11-14,kontakt,2.05,0.06,2.16,1.93,ge,female,1565
3,2020-11-14,kontakt,1.83,0.06,1.94,1.72,ge,male,1565
3,2020-12-13,wochentag,1.28,0.06,1.39,1.18,ge,female,1542
3,2020-12-13,wochentag,1.08,0.05,1.18,0.98,ge,male,1542
3,2020-12-13,kontakt,2.3,0.05,2.41,2.2,ge,female,1536
3,2020-12-13,kontakt,2.03,0.06,2.14,1.92,ge,male,1536
